comment,Hate
kivabe korbo eii course kothay korai eii course,No
আমাদের দেশের গুলো তো বেশ্যার লাইসেন্স খুঁজে,Yes
"egula pore age nirbachon chai, nirbachito sorkar ashle shob hobe",No
Paglami bad den sob thik acha neje age shikhon valo kore ja noy tai koiben pagol chagoler moto,Yes
Jekono Desh a training korre gele salary o one k besi hobe Amar experience theke bolsi,No
শাওয়ার video korchen apni Chitro je art kore shei buje,Yes
Kiser training r desh er baire keno desh a kaj dao,No
বেয়াদব মহিলা কোথাকার ভালো হইলি না তুই এখনো,Yes
sudu na bole training er bebostha korlei to hoy,No
আপনি তো teacher হওয়ার যোগ্যতাই নাই যত্তসব পাগল ছাগল,Yes
"Poralekha pasapasi kaaj shikhte hobe, part-time job business, karigori shikhkha",No
"এইরকম মূর্খ যদি হয় teacher, তাইলে ভবিষ্যৎ অন্ধকার student এর uncultured",Yes
amader desher sokol bekarderk apni khomotai taka obostai amader bekar der Jonny kormo bebosta kory jan,No
mane fb te ekta page khuilla nijere teacher dabi korle e teacher hoy na class less people,Yes
bangali buje na lakh taka koroch kore middleeast jay jekhane halka training dile onek desh e jawa jay,No
Sobar art korar dokkhota thakena je jerokom pereche cheshta koreche eta niye fb te eshe moja newar mane ki jottosob pagoler dol chagol mohila,Yes
ekhane kono Bangladeshi meyer comment korar sahosh nai keno,No
amer paper arokom pagol teacher er kase jeno na pore ,Yes
Allah r kosom Kore bolchi .Sara sorirer lom dhariye gelo video dekhe,No
chup thak faltu beti tui chagol,Yes
Indiar muslim naika gula kmn? R Bangladeshi naika gula kmn aktu milayen,No
এই সব টিকটকার মার্কা শিক্ষকদের আওয়ামী সরকারে নিয়োগ দিয়েছিলো,Yes
muslim nam jonnoi j amra muslim ei dharonai vul. onekei ekhon iman hara hoye boshe thake ja shee nijeo jane na,No
ekhonkar teacher gulor egulo kemon baje kaj porikhar paper niye eisob ki chi chi chi,Yes
Jodi omuslim des hoto Eta oita palon korte badha thakto,No
আপনি কোনো শিক্ষকের কাতারেই পরেন না ফাউল,Yes
Mane ja khushi ta! Bangladesh er most of the muslim girls ei rokom? Koyta meyere chinen? Naki apnar ghorer meyeder dekhe shob meyeder bichar koren?,No
টিকটকার কি নিউরন কাকে বলে সেটা বুঝবে ফাজিল মহিলা,Yes
নর্থ সাউথ যে পুরো বাংলাদেশের মেয়েদের রিপ্রেজেন্ট করে জানতাম না! আর কিসের সাথে কি মিলানো হইলো,No
বেয়াদব মহিলা মনে করে ফেসবুকে দিলে একবারে কাম হয়ে গেল,Yes
Dukher bisoy Holo Borka pora meyeta ke Bangladesher kichu chele meyera hate kore,No
Jokhon charukaru r teacher biology r khata check korte boshen faltu mohila,Yes
Bangladeshi Madrasa womens ra ki Bangladeshi nah vai? Misleading content vai,No
Apni onek sundor paren bujhlam faltu teacher,Yes
Muslim ghore jonmo hole Muslim howa jae na,No
Noya noya madam hoise toh uddipona ektu besi bad mohila,Yes
India thake dekchi tomader comedy,No
"এটা চারুকলা প্রদর্শনী না, বায়োলজির চিত্র অনুযায়ী সবগুলো আন্সার সঠিক হয়েছে ফালতু পোস্ট",Yes
Amader desh er odhikansho manus e name ei musolman kaj e na ei sob meyeder baba ma ki dekhe na tarao to sason korena,No
Tiktokarra o akhon exjam ar khata dekhey ar view kamay hayre pagol bedi,Yes
Era holo bangladesh er minor and o hosse indian minor .Maximum khetre bd te ekhon meyeder hijab dekha jai kintu indiar khetre oi dui ek jaigai e,No
Tomi ekta paint kora dakaw Manus er vul dhorta asca Fajil mea,Yes
Mane ekon ki shob sir mam ra aktai business paise je students er exam khata diye viral hoye jaben,No
কিরে ইসকন আলম তোর চোখ লাল কেন ইদানিং গাজা বেশি সেবন করছিস নাকি,Yes
Ai natok ta sotti onek koster,No
"লাল পানি খেয়ে যদি কোনো আলোচনা করে, তাহলে এগুলাই বলবে.... চেহারার দিকে তাকান মাতলামি এখনও কাটেনি",Yes
Jar knowledge jemon oi omni likse eta video korer ki ase..Ki akta obusta..,No
গাজা খেয়ে চোখ লাল করে আবুল তাবুল বলতেছে,Yes
Amio egg er sob e khaite like korii,No
"ইসকন আলম একটা বদমায়েশ, টাকার লোভে সব কিছু করতে পারে।",Yes
Shobai ki drawing korte pare? Ar konta kih seta thik thaklei toh holo?main jinis gula thik thaklei toh hoi eshob niyeo video banai,No
ধুর গোলামের বাচ্চা গোলাম। জনগন চেতনার ব্যবসা আর খায় না,Yes
Amio dim khai mehjabin ei natok e jevabe khaise thik sevabei,No
গাঞ্জা পুরো মাথায় উঠে গেছে  ,Yes
Sob neuron to amniteo sm na tasara art bujha gelei holo sign unijai sob thiki to ase,No
বিরিয়ানি ওয়ালা শাহেদ আলম জাউরা। জাউরা দেখছি ভাই কিন্তু শাহেদের মত জাউরা কম আছে,Yes
Ata ar Kew na ata Ami nije,No
"Ei tor chok lal keno re,Lal panic khach?",Yes
Nijer ta deikha akse hoyto,No
বহুত কষ্টে গালি আটকাই রাখচিরে মাদারবোর্ড,Yes
Ami pari vai amr khub vlo lage dim hoile r kichu lage na,No
আলগা আলম মদ খেয়ে কথা বলে,Yes
exam er time e chobi eke setate marking kora ekta huge level er pressure thake.,No
চোরের মত দেখতেই এরে দেখা যায়,Yes
Amio pari but akta antacid Plus gesher bori kase rakha lage,No
দালাল তুই দালাল আওয়ামী দালাল,Yes
apnr to pora body te to neuron,No
গাঞ্জা কম খা চোখ দেখে ভয় লাগতাছে,Yes
Amr choto bhai thik er moto,No
সাহেদ তুই বাংলা মদ ছাড় বিনা,Yes
Aita apnar dekar bisoy na,No
কথা বলার স্টাইল দেখলে তোমারে মাতাল লাগে,Yes
aita tw amr Jamai ar moto,No
"নেশা করে ভিডিও টা বানাচ্ছে, চোখের দিকে তাকালেই বুঝতে পারবেন",Yes
ekek ta ekek groho theke asa neuron,No
গাঞ্জা খাইয়া চোখ লাল করে ফেললেন নাকি দাদা,Yes
amar kotha ora janlo ki kore,No
শ্রেষ্ঠ সুশীল লীগের জাউরা সাংবাদিক,Yes
Amar ta dekhle oggan hoye jabe teacher,No
এই শালা শাহেদের চেহারার মধ্যে বাটপারের ছাপ মারা,Yes
Same Amar o egg vaji hole kono Kotha nai,No
"সাহেদ মিয়া, গাঞ্জা খাওয়া ছাইড়া দেও, চোখ লাল দেখায়",Yes
Eita amar moto aka hoise,No
শাহেদা বেগম লাল পানি একটু বেশি খাচ্ছে মনে হচ্ছে,Yes
Ami amare kivabe mention marum,No
তুই একটা চুদির ভাই সাতক্ষীরার কুলাঙ্গার একটা,Yes
Aita ki ssc exam ar khata apu,No
ইতিহাস বিকৃতি কারী সাহেদ ফালতু,Yes
Pare amr ak dada ace regular patla dal r egg seddo khai ,No
ডাইলখোর ডাইল খায়ে ভিডিও বানাইছে,Yes
Mam apni kon school e poran ami admission nebo,No
gajar vera utse Tor sala iscon alam,Yes
Ami to sharajibon dim diyai par Korte parmu,No
"শালায় কতো মদ  পান করে চোখ তাঁর প্রমাণ, আওয়ামীলীগ নিসিদ্ধে কলিজা পোড়া গন্ধ তার",Yes
Boilogy te chitro sundor er dik teacher dekkhe na,No
"গান্জাখোর চোখ দেখেই বুঝা যায়,আবার সেই গান্জা মোয়াদ উত্তীর্ণ মনে হয়।",Yes
Dimer vortar kotha bollo na kn,No
হায়রে জ্বালা অন্তরে জ্বালা!! আওয়ামী লীগের দালাল ইন্ডিয়া দালাল!,Yes
Chitro er sob gula dik royeche kina ebong chinnhito kora hoyeche kina seta dekah hoy,No
লীগ নিষিদ্ধের শোকে গাঁজা খেয়ে চোখ লাল করে ফেলেছে বাটপার আলম।,Yes
Amr jokhon bazar korar somoy thake amio dimkhor hoye jai,No
"বিরানি সাহেদ বিএনপির পা চাটা দালাল , জানোয়ার সাংগাতিক",Yes
Chitro er khetre student oi ongsho ta chine kina seta dekah hoy,No
তুমি কোন চ্যাটের বুদ্ধিজীবী? তুমি মোটের ওপর বুদ্ধি প্রতিবন্ধী হিসেবে বিবেচিত হতে পারো।,Yes
egg diyei vaat khacchi r video dekhci,No
ওরে বাটপার সাহেদ সারাদিন আওয়ামী দালালি করে এখন এখন আবার পল্টি মেরে ক্রেডিট নিতে আসছে।। হায়রে দালাল,Yes
Ekhane students ra jotthesto sundor kore ekheche.prottekei ekhane full mark pabe jodi thik kore chinhito kore ar overwrite na kore,No
নেতা নেশা করে ভিডিও বানাইলা মনে হচ্ছে। চোখ লাল কেন?,Yes
Kicu hok na hok koi amke egg vaji deo saradin dim dileo or problem nai khabe,No
পিনিকে চোখই খুলতে পারতেছে না অসহায় ভাইটি। তরমুজের বিচির মত লাল হয়া আছে চোখ বাজান,Yes
Ami tw amon o parina ki science nilam kisui bujhi na,No
"শালাকে আগে ভালো মনে করতাম,পুরাই বাটপার।",Yes
Yes amio egg onk like kori,No
গালটারে এত ডং করে বলে মনে হয় হিজরায় চাঁদা চাই,Yes
Oituku time e art diyeche eta apnar kopal,No
তুই মনে তাদের কনডম লিগ বেজন্মা গাল ফুলা আলম,Yes
এটা দেখে ফার্স্ট এ তোমার কথাই মাথায় আসছে,No
গাঁ'জা খাওয়া কম হয়ছে মলম সাহেদ,Yes
jodio content funny chilo...but oder class onujay e shob gula pic e correct chilo,No
শাহেদ সব সমায় বাংলাদেশের রাজনীতিকে ফাটল ধরনার জন্য এজেন্ট হিসাবে কাজ করে,Yes
tui 4 na 8 bela polar dim soho khas chotokale amar sob dim tui khaisos,No
আজ থেকে তাকে কাউয়াচোদা ডাকবেন। কারণ কাউয়ার সাথে বহুত মিল ছিল,Yes
Appi era science er student...kono artist na,No
তুই যতই বলিস তুই যে আওয়ামী লীগের দালাল এতে কোন সন্দেহ নাই,Yes
vai tomar soulmate paiye gesi,No
এই স্বপ্নে পাওয়া তেনাফাডা বিশ্লেষণ এখন পাবলিক খায় না জিন্দা মোনাফেক তুই,Yes
 apni Jano bisoy bostu ta bujhte paren tar Jonno chitro,No
তোর বাবা মজিব কি স্বাধিন চেয়েছিল,Yes
Tur friend re paowa gece,No
Sala jaroj tui poltibaj lok,Yes
Exam a eii chobi akar jonno jodi extra aktu besi time deuya hoto tahole sob chobi valo hoto,No
চোদানির পোয়া তুই একাই মনে হয় দেশ প্রেমিক,Yes
aita tui cara kew na,No
"সোদানির ফুয়া,তুই তো হালা দেহি গো মূত্র পান কারীদের থেকেও বেশি বলদ",Yes
"perfect dia ki korbo, tar mana apna chitro dakha mark dan",No
পাব্লিক এই শাওয়ার আলাপ খায়? মানে দালালী করারও একটা নূন্যতম লজ্জাবোধ থাকে এই হালার সেটাও নাই ,Yes
Nijere kemne tag kormu jodi jantam,No
গাজা খাওয়ার ঠিক পরপর ই ভিডিও টা করা হইছে,Yes
jodi jibona doctor hoita chay akhon ki sha art kora shikhbo nki,No
"তুই একসময় আওয়ামী দালালি করতি,, এখন চাঁদাবাজ দলের দালালি করিস",Yes
Onek sundor hoice vaia onk hasir cholo,No
আরে কুত্তার বাচ্চা তুই এখন আমলীগ ও ভারতের দালাল,Yes
sobay ak rokom drawing jane na je je rokom pereche nijer moto chesta koreche aai gulo niye video kora apnar akdom uchit na,No
হালার ঘরের হালা চুপ কর তুই,Yes
Topper Alien er khata dekhte pacchi.,No
গাঞ্জা খাইছোস সেটা তোর ব্যাক্তিগত ব্যাপার কিন্তু ভিডিও যে তৈরি করবি গাঞ্জা খাওয়ার কয়েকঘন্টা পর কর।,Yes
Maybe akhaner sob paper celeder,No
চেহেরাতেই ভেসে উঠছে মাত্র খেয়ে ভিডিওতে আসছিস হালার গাঞ্জাটি!,Yes
Gosol kore nai neurone oita shei chilo,No
তোর চোখ মুখ দেখে মনে হয় তুই আজকে গরুর মুত খাইছস হারামখোর।,Yes
"Sorry mamআপনি হয়তো জানেন নাহ,এগুলো ফিমেল নিউরন",No
"দালাল কারে কয়, সালা চোদনা",Yes
Jibone e Question e jei Chitro gula dei dekhsen Oigula theke egula 10x better,No
জামাত রাজাকার বিএনপি চাদাবাজ আওয়ামীলীগ ফ্যাসিবাদ,Yes
Bhai thak ai gula deikha Mone hoitase Ami onk sundor e aksilam ar theka,No
কিরে শালা দালাল তোর আওয়ামী লীগ শেষ বিএনপি ছাড়াই,Yes
Result publish ar age avabe video kora ki thick,No
তুই নিয়ম করে তিন বেলা গু খা,Yes
Boi er moto howa lage na Sob gula Thiki ache,No
"বিরিয়ানি শাহেদ এর চোখ মালখোরের মত, শালা মদ্যপ।",Yes
Privacy maintain na Korte parle Khata check koren ken,No
Apnar juktir upore ami muita dilam,Yes
W8 exam er khata ki dekhano legal,No
এই সব ফালতু পোস্ট কেন করেন আপনারা,Yes
Students ra to artist na.jabave akse hoise to kono moto.map diya to ake nai.mark na dawyar ki ase?,No
আপনে একটা হেডার কথা কইলেন,Yes
এরা দেখি সব আমার চিত্রের ফটোকপি করেছে,No
amare aro sobaiy bole ami bole 12 bhatari ,Yes
Bozropat pora ta khub shundr funny hoise,No
অলরেডি বিএনপির চাঁদাবাজিতে দেশের মানুষ অতিষ্ঠ হয়ে পরেছে,Yes
Biggan to ar art dekhe num dey na mam. Sob kico thik thak vabe chinhito korte parle ar kono rkom boja gelei to hoy,No
রুমিন ফারহানাকে বাঁশ দিতে দেখে আমি বাথরুমে ঢুকে হাসলাম,Yes
Eita thik ace eikane funny er ki ace,No
বিরানি আলম সব জান্তা আওয়ামী বলটুজীবি,Yes
Akek joner neuron akek rokom,No
Jibone onek meyeer sate poricoi hoice sobay baje meye nosto,Yes
Ata to Dinajpur board ar khata mone hocce,No
Ajk manus rupi sasuri namok nagin er karoney amader divorce hoiye gace,Yes
Ai nen Asa korchi ata best hoyeche,No
Just bullshit!!! BNPর সস্তা দালালি ছাড়া কি আর কিছুই পারেননা আপনি??? আপনার দেশের স্বার্থে মানুষকে এডুকেটেড করা উচিত। এ কথাটা আপনার মাধ্যমেই জানা।,Yes
Marking korle e holo chittro khub sundor korar time porikkhar somoi thake na,No
Jatishoggo hedar todontto koreche!! Yunuser taka kheye,Yes
 video diye nijke smart hoye gese,No
Terrorist ovishopto awamy league er moto mittha bole apnara BNP ra shudhu nijeder interest dekhle mara khaben ,Yes
Apni mone hoi prothom khata dekhchen,No
Kulanggar Shahed Alom tui mone rakhish tor future to  ghotghote andhokar,Yes
Time pay na likhte art korse je eitai onek,No
Dalal sob dalal ar bechar hobay,Yes
Madam er jonno matha theke neuron ber kore khatai art korte hobe,No
কথাগুলো আমার অনেকগুলা নষ্টা বান্ধবীর গায়ে গিয়ে লাগবে,Yes
Ontoto binodon neyar Jonno hoileo teacher houa dorkar,No
বর্তমানে এমন ডিস্কো  আবাল মার্কা হুজুর অহরহ পাওয়া যায়,Yes
Ami to erokom নিউরন akte akte bohu bar corona virus eke feltam akhon bujhi,No
এসব হল টক্সিক ফাজিল মহিলাদের কথা! মানুষের পিছে লেগে থাকা যাদের অভ্যাস,Yes
Thik e toh aceh.just bujaite parle holo,No
কি পরিমান মানসিক অসুস্থ হলে এই ধরনের বিজ্ঞাপন দেয়া সম্ভব পাগল ছাগলের দল,Yes
Bujanor jonno aitukui onk jotesto madam ar besi r dorkar nai,No
টুকাই চিলড্রেন মাহফুজ আলম এর পদত্যাগ চাই,Yes
Nijer eaxm er kotha mone pore gelo,No
এই দালাল ভারতীয় টাকার কাছে বিক্রি হয়েছে,Yes
WOW Masallh apur kotha Gulo onek Cute lagche.,No
"চেহারার বেশ বুশা দেখলেই তো বোঝা যায়, এটা উগ্র জঙ্গী সন্ত্রাসী হিন্দুত্ববাদী ভারতীয় দালাল",Yes
nijei tu koite pari na eida ki aklam,No
হালারে দেখলেই তো জোকার জোকার লাগে,Yes
apnar kotha gulo sone hashi paiche amar,No
এটা আবার কোন দেশের আউল বাউল থার্ড ক্লাস লোক,Yes
Eta kono art competition na j perfect hote hbe,No
পুরাই জঙ্গি মার্কা চেহারা  ওর,Yes
Eta biology exam kono art er exam na je ota valo kore akaite hobe atleast tara nijeder sob diye akaise ar thik moto sob kichu lekse o so etake niye to fun korar kichu nai,No
দালালদের লজ্জা শরম কমে গেছে আবালের আবাল,Yes
Drawing emon ekta jinish kichu manush hajar cheshtar poreu perfect korte pare na . eita boila lab nai,No
এই ফকিন্নির বাচ্চা আসলে কামানোর ধান্দায় আছে,Yes
Meye batchmateder dekhtam anatomyr figure e koto rokomer ze colour use korto,No
পিপিলিকার পাখা গজায় মরিবার তরে মাহফুজ তুমি সতর্ক হয়ে যাও বেশি বাড়াবাড়ি করো না তা না হলে পিপিলিকার মত হবে ভান্ডারির ছেলে ভান্ডারি,Yes
Apnar hasi ta ministry of culture affairs er adviser sir er wife er moto,No
ওর চেহরা তো সেই মীরজাফর ও রায়দূর্লব এদের সাথে অনেক মিল,Yes
post deikha cmnt gulao porish,No
ওকি নেশা করে নাকি মানে হয়তো বিড়ি খোর ওর দাতে ঠোঁটে তাই প্রমান করে,Yes
tore dekhi sobai chine re ki obosta,No
এই হালা গাঁজাখোররে উপদেষ্টা বানাইছে কোন হালা,Yes
khoma korben ami sudu sotti ta tule dorchi,No
"এটা একটা গাঁজা খোর, পদত্যাগের জোর দাবি জানাচ্ছি",Yes
je jai bulok toi to amar bondhu,No
এই শালাইয় একজন মানষিক রোগী।তাকে পাবনা পাঠানোর আয়োজন করা হোক,Yes
"agula cartoon a r golpei manay, Bactoby noy",No
এই পাগলারে পাবনায় মেন্টাল হাসপাতালে পাটানোর ব্যবস্হা করুন নাহয় দেশের বারোটা বেজে যাবে কারণ ইনি আওয়ামীলীগের দোসরে পরিণত হয়েছে,Yes
A rokom sosur bari sopneo paoya jabe na ,No
শালারে সরকার থেকে বাদ দেওয়া হোক,Yes
Ghum theke utha jabena ghum vanglei sopno venge jabe,No
Take goru churer motho lage বেকুব উপদেষ্টা,Yes
Ei rokhom sosur bari ami o asha kori,No
একজন নেশাখোর ও মানসিক রোগী ওকে ভুয়া মাষ্টার মাইন্ড বানিয়েছে,Yes
Bai arokom natokei hoy bachtobe na,No
এরেতো দেখতে পাগলা বাউল মনে হচ্ছে। এ আবার নিজেরে মাস্টার মাইন্ড দাবি কইরা চেয়ার দখল করেছে,Yes
Emon sosor bari sodo kolponate and sopnei reality tar ulto ta,No
টাকলা মুরাদ‌ও শেষ মুহূর্তে খুব ভয়ংকর হয়েছিল মনে হয় তোর ভবিষ্যৎ বেশি ভালো না তোর চেহারা দেখে মনে হয় তোর কপালে অনেক কষ্ট আছে,Yes
Vai Kew oder award de ....emon sosur bari aha .....ami o taholy deserve kori,No
আমাদের পূরো জীবনে তোর মত ফালতুর দেখা মিলেনি,Yes
"এমন শশুর বাড়ি কই পাওয়া যায়, daraz থেকে order দিতাম",No
এই লোকটা কিভাবে উপদেষ্টা হইল তাকে দেখতে হিরনসির মত লাগে র' এর দালাল ইন্ডিয়ার দালাল,Yes
Amio to deserve kori eirokom sosur bari,No
"half ladies,soja pabnay nia manusik treatment dewa hok",Yes
Apu eta sopne sombob bactobe na,No
হায়রে  কি নোংরা চেহারা মনে হয় নেশা খোর।,Yes
Aita kolpona chara r kichui na,No
বাউলের বাচ্চা কত বছর দাঁত ব্রাশ করে না আল্লাহ জানে সে বউয়ের কাছে গিয়ে কিস করে কি ভাবে তার বৌ ও কি একই কোয়ালিটির,Yes
Amon shusor bari pawa sotti khub bagger bepar,No
"৭১ চেতনা ব্যবসায়ি,ভারতের নতুন দালাল",Yes
ekmatro Monngol grohe gelei ei rokom shoshur Bari pawa jaibe,No
"মালটা চরম হিংসুটে, মোনাফেক, হাফ লেডিস",Yes
Alhamdulillah amar sasuri o ei rokom sem,No
চুলের style দেখে মনে হয় একজন ভন্ড,Yes
Sosur barir gulu amon holy ki valoi na hoto,No
শাহবাগী আর শাহমাগীদের উপদেষ্টা পরিষদ থেকে দ্রুত বহিষ্কার করা হোক,Yes
"amn sosur bari toh durer kotha, jamai motamoti o caring pay na meye ra.",No
আপনি কবিতায় ছড়ায় শুন্দর করে বুঝিয়ে দিলেন আপনি রাজাকারের শাবক,Yes
Amon sosur bari parallel universe a o somvob na,No
হিজরার মত চেহারা দালাল দাঁতাল দালাল দালালের পদত্যাগ চাই,Yes
ma jemon life important temon nijer wife o kintu important,No
"এই ব্যাপারটা নিয়ে যারা গালি দিবে, এর বিরুদ্ধে বলবে তারা পাকিস্তানের দালাল হিজড়ার মতো দেখতে",Yes
বাস্তব কথা বলেছেন আপনি,No
রাজাকারদের বিরুদ্ধে গেলে চুলকানি বেড়ে যায় তাড়ছেড়াটা কাউয়া কাকুর ভাতিজা,Yes
সবাইকে এক পাল্লায় ওজন করা ঠিক নয়,No
হিজলা কোথাকার আওমিলীগের দোসর মাস্টারমাইন্ড এখন র এর এজেন্ট ভারতের দালাল,Yes
লাইক কমেন্ট শেয়ার করার জন্য ধন্যবাদ,No
পল্টিবাজ দের পরিনতি কখনও ভাল হয় না ২০২৪ এর কলঙ্ক এই দালাল লীগের পদত্যাগ চাই,Yes
ভিডিও শেয়ার করে সবাইকে বিনোদন দেখার সুযোগ দিন,No
এই বদমাইশের পদত্যাগ চাই দেখে তো মনে হয় গাঁজাখোর,Yes
amr page ta aktu follow kore asen please please please,No
গাঞ্জাখোরকে দেইখাই মনে হয় মানসিক প্রতিবন্ধী উপদেষ্টা হয় কিভাবে শুনছি লেখাপড়া শিখে অনেকেই ভালো হয় কিছু কিছু আবার নাস্তিক হয়ে যায় ইসলামবিদ্বেষী হয়ে যায় ওর বেলাতেও তাই হয়েছে,Yes
সাপোর্ট দিলে সাথে সাথে সাপোর্ট পাবেন ইনশাআল্লাহ,No
মহিলা পুরুষ মিক্স র এর এজেন্ট ইন্ডিয়ান দালালগুলোর প্রিয়পাত্র হয়ে উঠেছে,Yes
Follow করলে অবশ্যই Follow back পাবেন,No
রাজাকার স্লোগান দিয়ে কিন্তু কুলাঙ্গার লীগ পতন হইছে আর এই রাজাকার এর বহাস যে নিয়ে আসবে তাকে করুন পরিনতি উপভোগ করতে হবে গাঁজাখোরের পদত্যাগ চাই,Yes
আমি নতুন ইউজার সবাই পাশে থাকবেন,No
রাজাকারের পা চাটলেই সাত খুন মাফ হারকাতুল জেহাদের সদস্য,Yes
সবাই আমাকে একটু সাপোর্ট করেন ভাইয়া আপুরা,No
নেশাখোরদের উপদেষ্টা পরিষদে থাকার অধিকার নাই বেয়াদব উল্টোপাল্টা কথা বললে তুই ওর স্বৈরাচার হাসিনার মতো পচবি বাংলার জনগণের কাছে,Yes
সুপার হিট এরকম একটা খেলোয়ার দরকার বাংলাদেশের জন্য,No
সে একটা দলের হয়ে দালালি করতেছে পদত্যাগ চাই তার হিজড়া মাস্টার মাইন্ড সমকামী হারামজাদা,Yes
Vai sobi Amar page ta like Kore daw,No
ভারত মাহফুজের পিছে কত টাকা ইনভেস্ট করেছে ভাববার বিষয় রাজাকার জামাত শিবির মুনাফেক দালাল,Yes
স্বপ্ন ছিলো ক্রিকেটার হবে কিন্তু ফ্যামিলীর চাপে পুলিশ হয়ে গেছে,No
"অপরিপক্ক, অক্ষম, অসতর্ক, অসৎ, কিংকর্তব্যবিমুড়, অকালকুষ্মাণ্ড যাহা দ্রুত উদিত হয়, তাহা দ্রুতই অস্ত যায়",Yes
ভাইটি ক্রিকেট খেলায় এক্সপার্ট ছিল,No
তাসলিমা নাসরিনের মেলায় হারিয়ে যাওয়া ছেলে হিজরার মত লাগে আমেরিকায় মাস্টারমাইন্ড পরিচয় দিয়ে বাড়ি কিনেছে ,Yes
"পুলিশ না হয়ে ক্রিকেট খেলার প্লেয়ার হলে অনেক ভালো হতো,",No
চেহারাটা মোটেই পছন্দ নয় মনে হচ্ছে গোয়েন্দা সংস্থা র  কতৃক সরবরাহকৃত মেয়াদোত্তীর্ণ গাঁজা সেবন করে বেহাল দশা,Yes
Hote cayacilo player vule hoye gace police,No
ও এখন আওয়ামী লীগের দালালি করতেছে দেশ থেকে বিদায় করুন গাজা খোর ,Yes
Oneke boltese Bhai ore niye post koren nh kn ty korlam,No
এই পাগলের পর্ণ ভিডিও ভারতের র এর হাতে এখন থেকে ভারত যেইটা বলবে এই বদমাশটা সেটাই বলবে ওতো টোকাই হিজবুত তাহেরীর জঙ্গী নেতা,Yes
Asholei ami onek loyal person,No
প্রতিদিন রেলওয়ে স্টেশনে থাকে নেশা করে শাহাবাগিদের নতুন বাপ,Yes
 tmi thik e bolcho etto loyal r jinone paba na,No
Akta jongli lagse Baba khurer moto lagse,Yes
Nissondehe tui thik kotha bolechis,No
কই আছিলো গত ১৬ বছর এই কবিতা কবি আওয়ামী লীগ আর জামাত মুদ্রার এপিঠ আর ওপিঠ সমান সমান মুনাফেক পক্ষে গেলে মাথায় বিপক্ষে গেলে মাটিতে দুইটি দলএ গনহত্যা কারী সুস্পষ্ট প্রমানিত,Yes
Jibone ei ekta sotto kotha bollen,No
ভারতের দালালদের এভাবেই ধুঁয়া উচিত র এর নতুন দালাল,Yes
Ekdom right etodin a ekta moner kotha keo bollo,No
"ওর দাঁত, চুল, চেহারা ও স্বভাব একেবারেই মিলে মিশে একাকার হয়ে গেছে। যোগ্যতার তুলনায় ক্ষমতা পেয়ে সাইকো হয়ে গেছে ",Yes
aita abr bolte hoy mim namer meyera onk loyal hoy Ami jani,No
নিম্ন বংশ অযোগ্যতা লোক যোগ্য স্থানে বসলে তার জন্য সর্বনাশ দেশের জন্য সর্বনাশ সকল স্তরের সর্বনাশ ডেকে নিয়ে আসবে,Yes
এই রকম সুন্দর সুন্দর পোস্ট করবেন,No
কোথায় শেখ সাদী আর কোথায় বকরির লাদি নিশ্চয়ই তারা শিক্ষিত পাগল,Yes
দাদার ভিডিওর জন্য সবসময় অপেক্ষা করি,No
আপনাদের পিআর টিমকে জরিমানা করা উচিৎ আবাল এর দল,Yes
প্রথম কমেন্ট নোটিফিকেশন পেয়েই সাথে সাথে হাজির,No
"ইতালির পিৎজার সাথে আপনাদের টা কম্পেয়ার করলেন আপনাদের টা ভালোনা বাজে একদম কোথায় ইন্দিরা গান্ধী, আর কোথায় কলার খান্দি",Yes
Asholei sotti kothai ato din por bujhchen taile,No
Kanki ki der Allah sob samoy valo rake,Yes
atto din por aktha sotti kotha bolln,No
khanki magi tui akta asolei,Yes
esob niye post korte korte tired hoye gecho ektu rest naw ,No
Ore tui to hioli saniliyon,Yes
Asolei reh amr moto loyal ektao pabi nah,No
Bokachoda Shangbadik hoili kemne tui,Yes
তোর জামাই কে মেনশন মেরে দে,No
te to tar Balda dekhaiche,Yes
জীবনে প্রথম জানলাম যে আমার নামেরও দিবস আছে,No
Shob Gorther Lilakhela re vai magir dalal,Yes
 tor name ak ta dibosh hoye gelo janali na tho,No
Ahare gali dite mon chay parlamna,Yes
 tor abar dibos ache jantam na,No
Vai toder kaj kam ase? Ke ki vabe pad dilo tao jante hobe toder?,Yes
O ma tai nki age tw jantam na lija dibos o ache,No
More ja tui shala madarchod,Yes
oi kire kire modu modu rosmalai ,No
Chamrar Bebsha valoi cholche,Yes
Ato din vabci amar name ai liza akhon dekhi koto manus ace ai liza name,No
Ortho thakle gorther obhab hoy na,Yes
লিজা নাম পেয়ে আজকে এত সম্মান পেলাম Happy Liza day,No
Koi taka danda korchos,Yes
এই পোস্ট দেখে মনে হইতাছে ঈদের দিন কারন আমার নামেরও দিবস পালন করা হবে,No
Baler News deo kere tumi,Yes
ai post taa ato sundor keno,No
Erkom bokachoda News channel thakle entertainment er ovab hobe na..,Yes
kire ei upolokkhe ni saree porcoc,No
Tmdr mto shuar shangbadik ai shaua e dekhaba,Yes
Duniya te je ato Liza ase ta jantam na,No
tui shala ekta Nastik,Yes
tmr Festival paron kora hoche,No
Film star nah hoiya or porn star houa dorkar chilo,Yes
জীবনে প্রথম শুনলাম আমার নামেরও দিবস আছে,No
Ami lej kata magi ekta,Yes
jak ses porjonto nejar namar akta debos khoje palam,No
